-7.2	1.
-7.1999	1.
-7.1998	1.
-7.1997	1.
-7.1996	1.
-7.1995000000000005	1.
-7.1994	1.
-7.1993	1.
-7.1992	1.
-7.1991000000000005	1.
-7.199	1.
-7.1989	1.
-7.1988	1.
-7.1987000000000005	1.
-7.1986	1.
-7.1985	1.
-7.1984	1.
-7.198300000000001	1.
-7.1982	1.
-7.1981	1.
-7.198	1.
-7.1979	1.
-7.1978	1.
-7.1977	1.
-7.1976	1.
-7.1975	1.
-7.1974	1.
-7.1973	1.
-7.1972000000000005	1.
-7.1971	1.
-7.197	1.
-7.1969	1.
-7.1968000000000005	1.
-7.1967	1.
-7.1966	1.
-7.1965	1.
-7.196400000000001	1.
-7.1963	1.
-7.1962	1.
-7.1961	1.
-7.196000000000001	1.
-7.1959	1.
-7.1958	1.
-7.1957	1.
-7.1956	1.
-7.1955	1.
-7.1954	1.
-7.1953000000000005	1.
-7.1952	1.
-7.1951	1.
-7.195	1.
-7.1949000000000005	1.
-7.1948	1.
-7.1947	1.
-7.1946	1.
-7.194500000000001	1.
-7.1944	1.
-7.1943	1.
-7.1942	1.
-7.194100000000001	1.
-7.194	1.
-7.1939	1.
-7.1938	1.
-7.1937	1.
-7.1936	1.
-7.1935	1.
-7.1934000000000005	1.
-7.1933	1.
-7.1932	1.
-7.1931	1.
-7.1930000000000005	1.
-7.1929	1.
-7.1928	1.
-7.1927	1.
-7.1926000000000005	1.
-7.1925	1.
-7.1924	1.
-7.1923	1.
-7.192200000000001	1.
-7.1921	1.
-7.192	1.
-7.1919	1.
-7.1918	1.
-7.1917	1.
-7.1916	1.
-7.1915000000000004	1.
-7.1914	1.
-7.1913	1.
-7.1912	1.
-7.1911000000000005	1.
-7.191	1.
-7.1909	1.
-7.1908	1.
-7.1907000000000005	1.
-7.1906	1.
-7.1905	1.
-7.1904	1.
-7.190300000000001	1.
-7.1902	1.
-7.1901	1.
-7.19	1.
-7.1899	1.
-7.1898	1.
-7.1897	1.
-7.1896	1.
-7.1895	1.
-7.1894	1.
-7.1893	1.
-7.1892000000000005	1.
-7.1891	1.
-7.189	1.
-7.1889	1.
-7.1888000000000005	1.
-7.1887	1.
-7.1886	1.
-7.1885	1.
-7.188400000000001	1.
-7.1883	1.
-7.1882	1.
-7.1881	1.
-7.188000000000001	1.
-7.1879	1.
-7.1878	1.
-7.1877	1.
-7.1876	1.
-7.1875	1.
-7.1874	1.
-7.1873000000000005	1.
-7.1872	1.
-7.1871	1.
-7.187	1.
-7.1869000000000005	1.
-7.1868	1.
-7.1867	1.
-7.1866	1.
-7.1865000000000006	1.
-7.1864	1.
-7.1863	1.
-7.1862	1.
-7.186100000000001	1.
-7.186	1.
-7.1859	1.
-7.1858	1.
-7.1857	1.
-7.1856	1.
-7.1855	1.
-7.1854000000000005	1.
-7.1853	1.
-7.1852	1.
-7.1851	1.
-7.1850000000000005	1.
-7.1849	1.
-7.1848	1.
-7.1847	1.
-7.1846000000000005	1.
-7.1845	1.
-7.1844	1.
-7.1843	1.
-7.184200000000001	1.
-7.1841	1.
-7.184	1.
-7.1839	1.
-7.1838	1.
-7.1837	1.
-7.1836	1.
-7.1835	1.
-7.1834	1.
-7.1833	1.
-7.1832	1.
-7.1831000000000005	1.
-7.183	1.
-7.1829	1.
-7.1828	1.
-7.1827000000000005	1.
-7.1826	1.
-7.1825	1.
-7.1824	1.
-7.182300000000001	1.
-7.1822	1.
-7.1821	1.
-7.182	1.
-7.181900000000001	1.
-7.1818	1.
-7.1817	1.
-7.1816	1.
-7.1815	1.
-7.1814	1.
-7.1813	1.
